last_active,score,member_since,us_state,first_name,last_name,dob,state,company_name,source
2018/03/16,71,2013,New Jersey,Daniel,Williams,1978/09/21,NJ,Rivera-Morrow,us_softball_league
2018/09/15,37,2001,Mississippi,Michael,Morton,1964/09/11,MS,"Alvarez, Schaefer and Robertson",us_softball_league
2018/07/09,39,1997,Georgia,Timothy,Thomas,1963/01/26,GA,Taylor-Alvarez,us_softball_league
2018/12/28,74,2015,Utah,Nicholas,Anderson,1980/10/13,UT,"Alvarez, Schaefer and Robertson",us_softball_league
2018/04/10,30,2002,Connecticut,Brandon,Morales,1959/11/16,CT,Bruce Inc,us_softball_league
2018/05/15,60,2002,Texas,Curtis,Young,1974/11/10,TX,Parker Group,us_softball_league
2018/10/28,81,2010,North Dakota,Linda,Rodriguez,1996/05/05,ND,"Hopkins, Barnes and Ward",us_softball_league
2018/01/11,84,1990,Colorado,Shawn,Mitchell,1974/07/22,CO,"Brown, Vasquez and Sanchez",us_softball_league
2018/09/27,96,1994,Ohio,Eduardo,Contreras,1963/08/12,OH,Hunter Ltd,us_softball_league
2018/02/21,52,1979,Maine,Kimberly,Taylor,1983/06/04,ME,Rivera-Morrow,us_softball_league
2018/05/18,35,1990,Connecticut,Kevin,Thomas,1978/10/27,CT,Scott and Sons,us_softball_league
2018/10/02,54,2003,New Hampshire,Jacob,Ruiz,1993/08/01,NH,Mcdonald Inc,us_softball_league
2018/08/14,31,1987,Delaware,David,Cortez,1982/05/06,DE,"Jackson, Carlson and Contreras",us_softball_league
2018/07/18,97,1995,New Hampshire,Shannon,Barker,1988/03/18,NH,Rivera Ltd,us_softball_league
2018/03/04,71,1996,New Hampshire,Kent,Bridges,1990/08/15,NH,Bruce Inc,us_softball_league
2018/12/30,49,2001,Ohio,Christopher,Wright,1984/02/23,OH,Pearson Group,us_softball_league
2018/06/29,36,2006,New Hampshire,Stephanie,Byrd,1997/03/16,NH,"Smith, Torres and Matthews",us_softball_league
2018/05/13,60,2014,Louisiana,Margaret,Perry,1987/12/12,LA,Keller Group,us_softball_league
2018/06/08,63,1971,Minnesota,James,Jackson,1982/05/09,MN,Parker Group,us_softball_league
2018/02/11,41,1984,New York,Anthony,Reynolds,1960/11/29,NY,Keller Group,us_softball_league
2018/07/02,66,1996,Florida,Donna,Levine,1968/09/22,FL,"Smith, Torres and Matthews",us_softball_league
2018/08/09,74,1993,Washington,Mary,Simmons,1980/08/28,WA,"Smith, Torres and Matthews",us_softball_league
2018/09/30,47,2016,Rhode Island,Brandi,Carpenter,1976/08/22,RI,Bruce Inc,us_softball_league
2018/08/21,91,2018,Indiana,Brian,Brown,1967/03/23,IN,"Jackson, Carlson and Contreras",us_softball_league
2018/10/06,97,2014,Alaska,Shawn,Peters,1973/02/18,AK,,us_softball_league
2018/03/17,90,2006,Tennessee,Catherine,Coffey,1973/12/04,TN,Parker Group,us_softball_league
2018/03/09,43,1986,Tennessee,Michael,Riggs,1968/03/21,TN,"Mullen, Huffman and Vasquez",us_softball_league
2018/01/16,33,1976,North Dakota,Tonya,Miller,1976/04/25,ND,Peterson and Sons,us_softball_league
2018/11/19,46,2006,Indiana,Jennifer,Edwards,1983/07/16,IN,"Jackson, Carlson and Contreras",us_softball_league
2018/04/13,99,2003,Illinois,Kimberly,Fernandez,1990/06/19,IL,Mcdonald Inc,us_softball_league
2018/09/15,39,2002,Pennsylvania,Tara,Haley,1984/12/07,PA,"Smith, Torres and Matthews",us_softball_league
2018/10/13,95,1991,Mississippi,Steve,Sullivan,1959/06/02,MS,Peterson and Sons,us_softball_league
2018/06/29,98,1976,Nevada,Susan,Gordon,1971/12/18,NV,"Kelley, Gilbert and Jackson",us_softball_league
2018/03/10,81,1984,Michigan,Jennifer,Crane,1985/12/16,MI,Keller Group,us_softball_league
2018/09/11,81,2007,Texas,Cathy,Wolf,1997/05/15,TX,"Brown, Vasquez and Sanchez",us_softball_league
2018/05/02,88,1978,Arizona,Robert,Arroyo,1972/03/24,AZ,Williams-Stephenson,us_softball_league
2018/09/28,44,1971,North Dakota,Erica,Mata,1962/11/21,ND,Rivera Ltd,us_softball_league
2018/08/20,56,2001,New Mexico,Peter,Stephens,1960/10/30,NM,"Jackson, Carlson and Contreras",us_softball_league
2018/02/05,57,2009,Massachusetts,Michelle,Marsh,1980/10/10,MA,"Brown, Vasquez and Sanchez",us_softball_league
2018/03/20,42,2002,Arizona,Tammy,Walker,1961/05/05,AZ,Parker Group,us_softball_league
2018/10/10,75,1994,Missouri,,,1977/12/03,MO,Taylor-Alvarez,us_softball_league
2018/06/09,62,1999,Kentucky,Ashley,Williams,1986/05/10,KY,Rivera-Morrow,us_softball_league
2018/10/20,61,1982,Tennessee,Christina,Johnson,1997/09/19,TN,,us_softball_league
2018/03/14,37,1993,Alabama,Anthony,Bates,1962/11/16,AL,"Kelley, Gilbert and Jackson",us_softball_league
2018/06/10,31,1994,Tennessee,Michelle,Tate,1994/02/12,TN,Rivera Ltd,us_softball_league
2018/11/09,88,1995,Utah,Anna,Moore,1996/11/15,UT,Taylor-Alvarez,us_softball_league
2018/03/21,81,1970,Nebraska,Judy,Wang,1985/05/23,NE,Williams-Stephenson,us_softball_league
2018/01/14,68,1997,Maine,Lisa,Phillips,1976/02/02,ME,"Smith, Torres and Matthews",us_softball_league
2018/03/21,87,1981,Maryland,Sara,Fox,1972/05/12,MD,Hunter Ltd,us_softball_league
2018/06/22,56,2017,Michigan,Teresa,Williams,1994/04/28,MI,Hunter Ltd,us_softball_league
2018/12/27,40,1981,New Jersey,Stephanie,Johnson,1967/01/23,NJ,"Smith, Torres and Matthews",us_softball_league
2018/11/12,52,1999,Utah,Linda,Ford,1973/02/15,UT,Rivera-Morrow,us_softball_league
2018/01/18,60,2013,Michigan,Eugene,West,1990/10/20,MI,Hunter Ltd,us_softball_league
2018/06/15,58,2011,Nevada,Mary,Harris,1974/05/22,NV,"Mullen, Huffman and Vasquez",us_softball_league
2018/04/05,79,1986,Indiana,,,1997/02/04,IN,"Mullen, Huffman and Vasquez",us_softball_league
2018/12/05,52,1978,Nebraska,Christina,Branch,1996/09/16,NE,"Kelley, Gilbert and Jackson",us_softball_league
2018/02/15,76,2007,Florida,Tammy,Rose,1977/01/16,FL,Rivera Ltd,us_softball_league
2018/04/24,34,2000,Kansas,Kevin,Morris,1970/03/13,KS,"Smith, Torres and Matthews",us_softball_league
2018/11/27,54,2014,Ohio,,,1974/08/03,OH,Hunter Ltd,us_softball_league
2018/01/19,59,1995,Indiana,Kim,Howard,1986/03/21,IN,Hunter Ltd,us_softball_league
2018/02/21,95,1970,Idaho,Lisa,Munoz,1993/06/28,ID,"Jackson, Carlson and Contreras",us_softball_league
2018/05/29,40,1981,Kentucky,Luis,Lewis,1994/11/02,KY,Hunter Ltd,us_softball_league
2018/06/17,36,1996,Vermont,Rachel,Parks,1977/11/18,VT,"Alvarez, Schaefer and Robertson",us_softball_league
2018/11/08,34,1972,New Hampshire,Robert,Howard,1993/03/05,NH,Peterson and Sons,us_softball_league
2018/09/16,81,1986,Arkansas,Alicia,Ward,1968/11/26,AR,"Smith, Torres and Matthews",us_softball_league
2018/01/31,44,2015,Maryland,Hector,Mitchell,1974/10/01,MD,"Smith, Torres and Matthews",us_softball_league
2018/04/30,98,1983,Missouri,Steven,Duke,1997/09/02,MO,Hunter Ltd,us_softball_league
2018/07/25,81,2003,North Carolina,Angela,Brown,1987/06/17,NC,"Brown, Vasquez and Sanchez",us_softball_league
2018/08/02,87,1989,South Carolina,Melody,Lopez,1984/07/24,SC,"Martin, Mcknight and Clark",us_softball_league
2018/12/31,36,1980,Nebraska,Alexandra,Golden,1996/03/19,NE,Keller Group,us_softball_league
2018/09/10,54,2009,Mississippi,Dustin,Knapp,1997/10/18,MS,Pearson Group,us_softball_league
2018/08/07,78,1979,New Hampshire,Kimberly,Ortega,1986/09/18,NH,Rivera Ltd,us_softball_league
2018/07/18,55,1972,Utah,Jodi,Gomez,1993/08/13,UT,Taylor-Alvarez,us_softball_league
2018/04/27,61,1970,Oklahoma,Christy,Foster,1969/03/27,OK,Hunter Ltd,us_softball_league
2018/08/15,40,2002,Iowa,Sara,Thomas,1966/10/01,IA,Parker Group,us_softball_league
2018/04/25,77,2009,Iowa,Olivia,Haynes,1986/10/23,IA,Scott and Sons,us_softball_league
2018/05/07,35,2014,Minnesota,William,Pham,1995/07/23,MN,"Mullen, Huffman and Vasquez",us_softball_league
2018/12/31,49,2003,Wisconsin,Shelley,Clark,1970/11/18,WI,"Alvarez, Schaefer and Robertson",us_softball_league
2019/01/09,61,1987,Alabama,Henry,Lane,1976/02/19,AL,"Brown, Vasquez and Sanchez",us_softball_league
2018/12/25,40,2005,Maine,Darren,Carter,1988/08/31,ME,"Brown, Vasquez and Sanchez",us_softball_league
2018/12/17,68,1983,Alaska,Rebecca,Jensen,1989/12/08,AK,"Mullen, Huffman and Vasquez",us_softball_league
2018/06/19,94,1973,Idaho,,,1976/05/01,ID,Parker Group,us_softball_league
2018/01/18,33,1990,Pennsylvania,Mark,Miller,1989/05/28,PA,Hunter Ltd,us_softball_league
2018/09/11,94,1990,Nebraska,Brian,Page,1998/10/12,NE,Scott and Sons,us_softball_league
2018/05/30,64,1983,Texas,Eddie,Mckee,1996/04/04,TX,Williams-Stephenson,us_softball_league
2018/02/02,92,1993,Vermont,Samuel,Johnson,1977/09/01,VT,Peterson and Sons,us_softball_league
2018/04/23,51,1979,Arkansas,Ryan,Collins,1976/11/02,AR,Peterson and Sons,us_softball_league
2018/07/06,72,2004,South Carolina,William,Mccoy,1978/01/01,SC,Taylor-Alvarez,us_softball_league
2018/03/11,83,1975,Iowa,John,Bray,1984/07/30,IA,"Jackson, Carlson and Contreras",us_softball_league
2018/11/28,89,1992,Arizona,William,Garcia,1965/09/15,AZ,"Kelley, Gilbert and Jackson",us_softball_league
2018/04/23,45,1999,Virginia,Nathan,Pacheco,1987/04/20,VA,Peterson and Sons,us_softball_league
2018/09/09,53,2014,Maine,Monica,Marshall,1969/03/24,ME,"Hopkins, Barnes and Ward",us_softball_league
2018/05/09,98,1986,Georgia,Patrick,Roberson,1996/07/28,GA,"Alvarez, Schaefer and Robertson",us_softball_league
2018/12/22,90,1970,New Mexico,Meghan,Daugherty,1993/02/09,NM,"Jackson, Carlson and Contreras",us_softball_league
2018/02/17,73,2011,Minnesota,Patrick,Mullins,1980/10/24,MN,"Mullen, Huffman and Vasquez",us_softball_league
2018/11/07,49,2011,South Carolina,Kristen,Ross,1991/02/28,SC,"Smith, Torres and Matthews",us_softball_league
2018/08/08,96,1984,Iowa,,,1967/03/04,IA,"Jackson, Carlson and Contreras",us_softball_league
2018/03/13,42,2006,Louisiana,Joseph,Robinson,1973/06/21,LA,Hunter Ltd,us_softball_league
2018/04/07,67,1990,New Hampshire,,,1978/08/08,NH,"Martin, Mcknight and Clark",us_softball_league
2018/10/10,65,2008,West Virginia,Nicholas,Wood,1967/06/06,WV,Hunter Ltd,us_softball_league
2018/07/19,81,2015,Vermont,Patricia,Molina,1989/03/30,VT,Williams-Stephenson,us_softball_league
2018/11/10,66,1981,New Mexico,Laura,Miller,1982/04/15,NM,Keller Group,us_softball_league
2018/04/17,35,2005,Arkansas,Rachel,Coleman,1998/12/28,AR,Peterson and Sons,us_softball_league
2018/08/10,33,2002,Idaho,Brandon,Erickson,1995/03/27,ID,Rivera-Morrow,us_softball_league
2018/02/12,94,1975,Montana,Eric,Esparza,1982/01/01,MT,"Hopkins, Barnes and Ward",us_softball_league
2018/05/28,34,2001,Iowa,Gerald,Mcgee,1960/05/04,IA,Parker Group,us_softball_league
2018/07/06,55,1990,Michigan,Alexis,Jones,1998/04/07,MI,Parker Group,us_softball_league
2018/04/14,98,1996,Louisiana,Ashley,Phillips,1997/08/01,LA,"Hopkins, Barnes and Ward",us_softball_league
2018/09/20,83,1999,Rhode Island,Robin,Thompson,1962/12/12,RI,"Hopkins, Barnes and Ward",us_softball_league
2018/02/26,42,1987,Missouri,Anna,Hudson,1989/07/15,MO,,us_softball_league
2018/10/16,69,2002,Mississippi,Jeremy,Sanders,1973/11/25,MS,"Martin, Mcknight and Clark",us_softball_league
2018/03/25,97,1994,Massachusetts,Sandra,Harris,1988/10/31,MA,Keller Group,us_softball_league
2018/06/12,58,1985,Oregon,Jeffery,Lee,1979/08/06,OR,Hunter Ltd,us_softball_league
2018/10/10,49,1989,Illinois,John,Johnson,1972/02/23,IL,"Hopkins, Barnes and Ward",us_softball_league
2018/07/10,69,2005,South Dakota,,,1977/08/26,SD,"Jackson, Carlson and Contreras",us_softball_league
2018/09/20,98,1990,Arkansas,Daniel,Serrano,1982/12/22,AR,Parker Group,us_softball_league
2018/11/13,48,2012,Rhode Island,Stephanie,Paul,1984/02/22,RI,Taylor-Alvarez,us_softball_league
2018/04/27,76,2013,Ohio,Angela,Harrison,1971/11/20,OH,Williams-Stephenson,us_softball_league
2018/02/09,61,2005,Rhode Island,Brianna,Robinson,1996/03/15,RI,"Brown, Vasquez and Sanchez",us_softball_league
2018/03/29,38,2012,Ohio,Joshua,Barajas,1989/08/14,OH,Taylor-Alvarez,us_softball_league
2018/12/07,93,1977,Florida,Crystal,Martinez,1979/07/01,FL,"Jackson, Carlson and Contreras",us_softball_league
2018/09/12,82,1998,Georgia,Kristen,Strong,1994/02/08,GA,Taylor-Alvarez,us_softball_league
2018/05/31,48,2001,Minnesota,Samantha,Brown,1972/11/07,MN,"Alvarez, Schaefer and Robertson",us_softball_league
2018/07/24,66,1970,Vermont,William,Cook,1989/07/22,VT,Parker Group,us_softball_league
2018/05/16,83,1998,Illinois,Eric,Hodges,1963/12/21,IL,Scott and Sons,us_softball_league
2018/03/15,56,1981,Maryland,,,1976/09/13,MD,Rivera Ltd,us_softball_league
2018/04/05,39,1988,Indiana,Morgan,Willis,1973/07/01,IN,Bruce Inc,us_softball_league
2018/03/11,35,1986,Hawaii,James,Erickson,1970/05/17,HI,Williams-Stephenson,us_softball_league
2018/02/13,91,1980,Oklahoma,John,Patton,1982/06/04,OK,Bruce Inc,us_softball_league
2018/03/25,99,1982,Texas,Tyler,Hutchinson,1962/04/21,TX,"Hopkins, Barnes and Ward",us_softball_league
2018/02/17,56,2000,North Carolina,Edward,Walker,1993/10/22,NC,"Mullen, Huffman and Vasquez",us_softball_league
2018/02/20,56,2003,Washington,Desiree,Smith,1974/05/16,WA,Rivera Ltd,us_softball_league
2018/02/21,44,1998,Wisconsin,,,1989/12/21,WI,Taylor-Alvarez,us_softball_league
2018/10/19,99,1970,Indiana,Bryan,Garner,1968/10/06,IN,Pearson Group,us_softball_league
2018/06/17,47,1978,Maine,Jonathan,Bates,1983/12/15,ME,Rivera Ltd,us_softball_league
2018/10/30,97,2015,Indiana,Michael,Moore,1997/09/11,IN,Keller Group,us_softball_league
2018/03/19,66,1993,Idaho,Debra,Stephens,1960/07/10,ID,Bruce Inc,us_softball_league
2018/08/27,69,1996,Virginia,James,Cook,1968/08/03,VA,"Hopkins, Barnes and Ward",us_softball_league
2018/10/04,77,1971,Louisiana,Richard,Brown,1998/01/24,LA,"Mullen, Huffman and Vasquez",us_softball_league
2018/01/19,38,2003,New York,Michael,Crawford,1965/05/22,NY,Scott and Sons,us_softball_league
2018/07/23,97,2009,West Virginia,Kyle,Alvarez,1964/09/20,WV,Bruce Inc,us_softball_league
2018/10/14,80,2000,Michigan,Todd,Wallace,1965/10/20,MI,Parker Group,us_softball_league
2018/12/11,82,1974,Vermont,Andrew,Oliver,1989/07/05,VT,Peterson and Sons,us_softball_league
2018/10/25,86,1971,West Virginia,Taylor,Vazquez,1978/12/17,WV,"Smith, Torres and Matthews",us_softball_league
2018/08/29,46,2000,Washington,Samuel,Dennis,1990/08/10,WA,Bruce Inc,us_softball_league
2018/10/28,63,1971,Louisiana,,,1997/07/11,LA,"Kelley, Gilbert and Jackson",us_softball_league
2018/05/10,49,1986,Rhode Island,Shelly,Joseph,1988/01/10,RI,,us_softball_league
2018/11/18,62,2014,Missouri,Stephanie,Mcpherson,1986/11/08,MO,Williams-Stephenson,us_softball_league
2018/08/20,85,1998,Maine,James,Smith,1975/04/08,ME,"Alvarez, Schaefer and Robertson",us_softball_league
2018/12/16,34,2011,Nevada,Chloe,Ochoa,1961/04/11,NV,Bruce Inc,us_softball_league
2018/03/26,97,1974,South Carolina,Christopher,Buchanan,1978/04/11,SC,Rivera-Morrow,us_softball_league
2018/09/14,93,1996,Colorado,Raymond,Wells,1969/11/20,CO,Rivera Ltd,us_softball_league
2018/04/09,99,1979,Tennessee,Katie,Parrish,1971/02/20,TN,Rivera-Morrow,us_softball_league
2018/07/12,88,2004,Wisconsin,Dominic,Collins,1961/08/26,WI,Rivera-Morrow,us_softball_league
2018/12/11,99,2006,North Dakota,Laura,Wells,1995/05/05,ND,Rivera Ltd,us_softball_league
2018/09/09,64,2014,Wisconsin,Shawn,Austin,1977/02/11,WI,Rivera-Morrow,us_softball_league
2018/11/10,64,2000,Connecticut,John,Frey,1977/05/11,CT,Williams-Stephenson,us_softball_league
2018/02/06,83,1991,Florida,Virginia,Turner,1977/04/19,FL,"Martin, Mcknight and Clark",us_softball_league
2018/04/17,65,1970,North Carolina,James,Villarreal,1963/03/22,NC,Williams-Stephenson,us_softball_league
2018/08/04,61,2001,Texas,,,1981/05/14,TX,Bruce Inc,us_softball_league
2018/05/03,50,2011,New Jersey,Carolyn,Christian,1993/12/03,NJ,Williams-Stephenson,us_softball_league
2018/06/30,81,1990,Texas,Samuel,Allen,1995/11/12,TX,"Kelley, Gilbert and Jackson",us_softball_league
2018/09/14,91,2014,North Dakota,Jorge,Sanchez,1992/01/16,ND,Williams-Stephenson,us_softball_league
2018/05/02,88,1974,North Dakota,Jennifer,Cline,1979/04/13,ND,"Alvarez, Schaefer and Robertson",us_softball_league
2018/11/02,70,1998,Utah,Christy,Thomas,1985/11/20,UT,Rivera-Morrow,us_softball_league
2018/04/08,64,1991,Indiana,Carrie,Cohen,1988/12/21,IN,"Alvarez, Schaefer and Robertson",us_softball_league
2018/07/31,55,1993,South Dakota,Kelly,Farmer,1971/04/08,SD,Williams-Stephenson,us_softball_league
2018/04/26,30,2006,Georgia,Patricia,Anderson,1996/01/03,GA,"Kelley, Gilbert and Jackson",us_softball_league
2018/07/07,43,1995,Maryland,Sheila,Robinson,1963/04/13,MD,"Smith, Torres and Matthews",us_softball_league
2018/01/16,68,1989,Georgia,Alexandra,Martinez,1968/05/25,GA,Bruce Inc,us_softball_league
2018/12/26,80,1988,South Dakota,John,Chang,1961/12/09,SD,Bruce Inc,us_softball_league
2018/12/22,80,2009,Ohio,Jacob,Spencer,1987/09/06,OH,Peterson and Sons,us_softball_league
2018/03/17,62,1989,Virginia,Jordan,Jimenez,1992/12/14,VA,"Kelley, Gilbert and Jackson",us_softball_league
2018/09/18,97,2005,Maryland,Matthew,Jennings,1990/02/06,MD,Taylor-Alvarez,us_softball_league
2018/08/23,88,1973,Washington,Bianca,Clayton,1988/06/04,WA,Rivera-Morrow,us_softball_league
2018/04/08,85,2018,Wisconsin,Richard,Rosales,1973/11/04,WI,Peterson and Sons,us_softball_league
2018/10/11,45,2005,Massachusetts,Ricky,Aguirre,1998/01/19,MA,Parker Group,us_softball_league
2018/04/03,51,2018,Arkansas,Krystal,Santos,1969/03/19,AR,Rivera Ltd,us_softball_league
2018/03/31,77,2010,Georgia,Joshua,Mcintosh,1963/12/11,GA,"Alvarez, Schaefer and Robertson",us_softball_league
2018/12/18,47,2008,South Dakota,Joy,Weber,1966/06/19,SD,"Hopkins, Barnes and Ward",us_softball_league
2018/03/01,57,1994,South Carolina,Harold,Brown,1978/03/02,SC,Williams-Stephenson,us_softball_league
2018/12/24,97,2013,Arizona,Michael,Crawford,1981/12/21,AZ,Mcdonald Inc,us_softball_league
2018/03/22,43,2006,Alaska,Christian,Liu,1976/08/21,AK,"Mullen, Huffman and Vasquez",us_softball_league
2018/10/16,65,2006,South Dakota,David,Carr,1959/09/03,SD,"Hopkins, Barnes and Ward",us_softball_league
2018/07/06,38,1996,Kansas,Kristen,Torres,1987/08/27,KS,"Smith, Torres and Matthews",us_softball_league
2018/07/29,31,2018,Minnesota,Kayla,Smith,1987/08/27,MN,Scott and Sons,us_softball_league
2018/03/09,57,1986,Illinois,Eric,Martinez,1970/02/06,IL,"Hopkins, Barnes and Ward",us_softball_league
2018/11/09,41,2016,Massachusetts,Sarah,Davis,1977/06/16,MA,"Hopkins, Barnes and Ward",us_softball_league
2018/01/26,68,2013,Indiana,Noah,Cobb,1991/06/18,IN,Williams-Stephenson,us_softball_league
2018/05/06,64,2014,Utah,Adam,Kelley,1971/11/23,UT,"Alvarez, Schaefer and Robertson",us_softball_league
2018/07/12,97,1976,Louisiana,Andrea,Mullins,1967/02/26,LA,,us_softball_league
2018/05/14,73,1999,Utah,Lauren,Brown,1984/06/28,UT,Hunter Ltd,us_softball_league
2018/09/10,68,1973,South Dakota,Andrew,Lucas,1990/06/27,SD,"Martin, Mcknight and Clark",us_softball_league
2018/01/23,88,2017,Washington,Eric,Fuller,1997/02/27,WA,"Brown, Vasquez and Sanchez",us_softball_league
2018/07/11,81,1987,Montana,Jerry,Washington,1980/06/18,MT,Peterson and Sons,us_softball_league
2018/05/05,51,1999,California,Tracy,Cook,1986/01/09,CA,Rivera Ltd,us_softball_league
2018/06/28,66,2018,Michigan,Donna,White,1961/10/06,MI,Rivera-Morrow,us_softball_league
2018/09/20,99,1997,Texas,Rachael,Brady,1992/09/11,TX,Parker Group,us_softball_league
2018/01/09,57,2015,Massachusetts,Aaron,Burns,1970/02/19,MA,,us_softball_league
2018/06/17,66,1999,Mississippi,Shannon,Johnson,1995/11/06,MS,Bruce Inc,us_softball_league
2018/02/15,82,2015,Wisconsin,Jackson,Ortega,1998/08/31,WI,Bruce Inc,us_softball_league
2018/03/13,97,2005,Arkansas,Vanessa,Brown,1970/06/23,AR,Pearson Group,us_softball_league
2018/03/17,88,1973,Pennsylvania,Jonathan,Rodriguez,1995/10/26,PA,Keller Group,us_softball_league
2018/05/14,35,1985,North Carolina,Jacob,Williams,1978/09/05,NC,Pearson Group,us_softball_league
2018/12/24,73,1995,Idaho,Matthew,Pratt,1975/11/16,ID,,us_softball_league
2018/07/27,58,2002,Michigan,Mary,Ward,1993/07/11,MI,"Jackson, Carlson and Contreras",us_softball_league
2018/01/26,54,1974,Florida,Travis,Maynard,1967/08/06,FL,Hunter Ltd,us_softball_league
2018/03/29,92,1989,New Jersey,Brandi,Reed,1983/02/13,NJ,"Martin, Mcknight and Clark",us_softball_league
2018/09/26,96,1982,Arkansas,Tina,Spears,1996/06/27,AR,Pearson Group,us_softball_league
2018/12/08,34,1979,Vermont,Charles,Jones,1976/05/21,VT,"Kelley, Gilbert and Jackson",us_softball_league
2018/11/03,79,1995,Indiana,Leslie,Coleman,1979/10/31,IN,"Jackson, Carlson and Contreras",us_softball_league
2018/05/03,86,1977,North Carolina,David,Kennedy,1978/10/05,NC,Mcdonald Inc,us_softball_league
2018/03/17,87,1999,Rhode Island,Victor,Barnes,1960/05/06,RI,Rivera Ltd,us_softball_league
2018/06/02,68,1988,New Hampshire,Eddie,Jackson,1992/07/18,NH,Hunter Ltd,us_softball_league
2018/12/12,36,2010,Georgia,Timothy,Kim,1962/05/02,GA,Mcdonald Inc,us_softball_league
2018/03/28,62,1973,Iowa,Rachel,Butler,1961/08/31,IA,"Smith, Torres and Matthews",us_softball_league
