last_active,score,member_since,us_state,first_name,last_name,dob,state,company_name,source,company_name
2018/08/20,38,1974,North Carolina,Lorraine,Martin,1993/05/22,NC,,us_softball_league,
2018/07/10,54,1976,Massachusetts,Russell,Grant,1979/06/15,MA,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/12/31,51,1982,Arizona,Gregory,Foster,1985/01/27,AZ,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/07/03,59,1988,Delaware,Karen,Smith,1994/08/06,DE,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/08/26,78,1979,Louisiana,Jeffrey,Crawford,1991/11/30,LA,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/06/14,91,1973,Hawaii,Franklin,Martinez,1996/03/03,HI,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/11/02,30,1978,Wisconsin,Ashley,Scott,1993/03/09,WI,Hunter Ltd,us_softball_league,Hunter Ltd
2018/08/04,69,1995,New Mexico,John,Gilbert,1996/06/19,NM,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/04/28,60,1980,Idaho,Justin,Jones,1980/03/11,ID,Bruce Inc,us_softball_league,Bruce Inc
2018/10/04,99,1977,Montana,Christine,Fowler,1981/10/31,MT,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/08/21,62,1996,New Hampshire,Brian,Vasquez,1997/02/07,NH,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/05/18,93,1977,Utah,Theresa,Hernandez,1980/06/21,UT,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/09/18,76,1980,Louisiana,James,Jackson,1981/03/01,LA,Bruce Inc,us_softball_league,Bruce Inc
2018/01/19,58,1975,Connecticut,Deborah,Mccall,1980/12/13,CT,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/01/22,35,1995,Virginia,Nicole,Cox,1996/05/27,VA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/08/01,39,1979,Pennsylvania,Robert,Johnson,1991/04/20,PA,Parker Group,us_softball_league,Parker Group
2018/05/16,79,1975,New Hampshire,Trevor,Mcmahon,1982/01/26,NH,Hunter Ltd,us_softball_league,Hunter Ltd
2018/03/21,78,1978,West Virginia,Dana,Martinez,1994/05/22,WV,Pearson Group,us_softball_league,Pearson Group
2018/08/22,80,1973,Wyoming,Michelle,Foster,1987/07/15,WY,Keller Group,us_softball_league,Keller Group
2018/08/18,75,1970,Hawaii,Joseph,Cooper,1982/11/27,HI,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/05/21,69,1976,New Mexico,Jennifer,Paul,1995/10/27,NM,Hunter Ltd,us_softball_league,Hunter Ltd
2018/11/20,99,1970,Arizona,Michael,Murray,1997/04/25,AZ,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2019/01/01,33,1986,New Jersey,Paula,Jackson,1993/11/19,NJ,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/09/05,80,1976,Oregon,Brett,Hickman,1989/09/21,OR,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2019/01/09,68,1979,Washington,Breanna,Smith,1979/01/18,WA,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/09/21,70,1978,South Carolina,Charles,Miller,1984/01/16,SC,,us_softball_league,
2018/04/09,67,1974,Montana,Michael,Castillo,1981/12/20,MT,Peterson and Sons,us_softball_league,Peterson and Sons
2018/04/09,41,1993,North Dakota,Eric,Clark,1993/07/23,ND,Keller Group,us_softball_league,Keller Group
2018/08/03,85,1975,Mississippi,Steven,Scott,1994/11/15,MS,Pearson Group,us_softball_league,Pearson Group
2018/02/04,91,1991,Florida,Thomas,Harvey,1993/09/27,FL,,us_softball_league,
2018/09/14,94,1992,South Carolina,Bruce,Graham,1997/10/09,SC,Rivera Ltd,us_softball_league,Rivera Ltd
2018/09/18,78,1985,Utah,Joe,Logan,1986/11/12,UT,Bruce Inc,us_softball_league,Bruce Inc
2018/09/28,95,1982,Ohio,Cheryl,Mckay,1983/09/19,OH,Keller Group,us_softball_league,Keller Group
2018/01/23,38,1972,New York,Richard,Johnson,1984/01/20,NY,,us_softball_league,
2018/02/10,30,1971,South Carolina,Keith,Barker,1977/02/07,SC,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/05/20,65,1991,West Virginia,,,1992/10/17,WV,Scott and Sons,us_softball_league,Scott and Sons
2018/08/19,34,1979,Alabama,,,1980/01/28,AL,Rivera Ltd,us_softball_league,Rivera Ltd
2018/10/04,46,1972,Missouri,Robert,Johnson,1981/09/04,MO,Bruce Inc,us_softball_league,Bruce Inc
2018/02/03,36,1974,Virginia,Deborah,Williams,1982/10/10,VA,,us_softball_league,
2018/07/23,66,1971,Texas,Jay,Stark,1983/12/21,TX,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/08/03,34,1982,Arizona,Maurice,Short,1997/07/05,AZ,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/06/24,58,1977,Arkansas,Elijah,Jefferson,1992/12/23,AR,,us_softball_league,
2018/04/10,34,1971,Hawaii,Laura,Lee,1977/12/14,HI,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/06/06,64,1980,Arizona,Sharon,Smith,1988/04/30,AZ,Hunter Ltd,us_softball_league,Hunter Ltd
2018/10/15,62,1972,Texas,Cody,Wilcox,1991/03/10,TX,Parker Group,us_softball_league,Parker Group
2018/08/03,93,1971,Kansas,Karen,James,1978/12/24,KS,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/04/16,60,1972,Massachusetts,Christopher,Richardson,1979/05/12,MA,Rivera Ltd,us_softball_league,Rivera Ltd
2018/03/14,53,1976,Washington,Albert,Maldonado,1989/01/04,WA,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/08/08,97,1975,Arizona,Kathleen,Fernandez,1989/05/24,AZ,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/12/12,52,1989,Wyoming,Dylan,Baxter,1994/09/26,WY,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/01/31,67,1976,Iowa,Christopher,Coffey,1989/12/30,IA,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/11/18,85,1985,Pennsylvania,,,1986/05/29,PA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/08/14,69,1986,Arizona,Lucas,Scott,1997/08/04,AZ,Hunter Ltd,us_softball_league,Hunter Ltd
2018/07/05,72,1977,North Carolina,Noah,Perez,1989/05/05,NC,Peterson and Sons,us_softball_league,Peterson and Sons
2018/09/29,73,1973,South Dakota,Virginia,Braun,1980/04/22,SD,Bruce Inc,us_softball_league,Bruce Inc
2019/01/05,42,1988,Delaware,Angela,Gilbert,1994/11/20,DE,Rivera Ltd,us_softball_league,Rivera Ltd
2018/05/17,58,1977,Indiana,Vincent,Figueroa,1982/02/08,IN,Pearson Group,us_softball_league,Pearson Group
2018/07/13,45,1992,Michigan,Jeff,Jones,1994/07/23,MI,Hunter Ltd,us_softball_league,Hunter Ltd
2018/02/05,52,1988,New Mexico,Melissa,Miller,1994/08/13,NM,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/06/30,93,1978,Iowa,Joan,Davis,1997/11/23,IA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/02/23,73,1970,Pennsylvania,Joseph,Smith,1994/02/01,PA,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/03/06,99,1977,Georgia,Jeffrey,West,1986/05/17,GA,Bruce Inc,us_softball_league,Bruce Inc
2018/08/29,97,1989,Tennessee,Jay,Jackson,1998/11/17,TN,Peterson and Sons,us_softball_league,Peterson and Sons
2018/01/13,74,1976,Virginia,James,Adkins,1977/06/08,VA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/09/11,39,1971,Arkansas,Nancy,Dixon,1998/11/18,AR,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/12/24,60,1983,Ohio,Dorothy,Mckinney,1985/06/26,OH,Peterson and Sons,us_softball_league,Peterson and Sons
2018/05/19,69,1970,New Jersey,Krystal,Thompson,1979/03/17,NJ,Keller Group,us_softball_league,Keller Group
2018/03/21,93,1975,Georgia,Veronica,Lindsey,1986/10/19,GA,Bruce Inc,us_softball_league,Bruce Inc
2018/11/24,54,1983,Idaho,Kelly,Russell,1986/12/20,ID,Parker Group,us_softball_league,Parker Group
2018/05/25,56,1983,Virginia,Matthew,Reynolds,1988/03/18,VA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/11/19,44,1971,Alabama,Ronald,Copeland,1984/10/04,AL,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/07/30,49,1997,Washington,Tammy,Ho,1997/04/25,WA,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/05/06,40,1977,Idaho,Emily,Sosa,1983/11/08,ID,,us_softball_league,
2018/11/16,91,1971,New York,Kevin,Taylor,1997/04/19,NY,,us_softball_league,
2018/11/21,46,1985,Oklahoma,Jason,Cervantes,1986/09/28,OK,Keller Group,us_softball_league,Keller Group
2018/06/22,72,1975,South Carolina,Timothy,Zimmerman,1996/04/11,SC,Pearson Group,us_softball_league,Pearson Group
2018/07/22,48,1982,Alaska,Steven,Kaiser,1995/02/23,AK,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/03/14,34,1988,Delaware,Ryan,Brooks,1992/01/16,DE,Pearson Group,us_softball_league,Pearson Group
2018/11/01,77,1971,Maryland,Caitlyn,Kennedy,1987/10/14,MD,Parker Group,us_softball_league,Parker Group
2018/06/25,42,1973,Arizona,Maria,Brown,1978/04/16,AZ,Keller Group,us_softball_league,Keller Group
2018/09/03,99,1971,Virginia,Marisa,Moore,1993/02/22,VA,Peterson and Sons,us_softball_league,Peterson and Sons
2018/12/30,54,1985,Louisiana,Johnny,Dyer,1987/02/17,LA,,us_softball_league,
2018/09/26,68,1972,Oklahoma,Scott,Calhoun,1991/01/05,OK,Parker Group,us_softball_league,Parker Group
2018/01/19,87,1980,Massachusetts,Carolyn,Douglas,1980/04/20,MA,Bruce Inc,us_softball_league,Bruce Inc
2018/02/24,72,1978,Washington,Johnathan,Riley,1987/10/10,WA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/06/06,52,1985,Arizona,Jesus,Watson,1988/11/05,AZ,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/01/26,61,1976,Kansas,Nancy,King,1995/01/12,KS,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/03/08,56,1982,New Jersey,Barbara,Flores,1985/03/10,NJ,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/10/25,72,1972,Minnesota,David,Carlson,1995/05/15,MN,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/08/26,34,1977,West Virginia,Kenneth,Williams,1984/12/23,WV,Keller Group,us_softball_league,Keller Group
2018/12/13,65,1978,Arkansas,Troy,Noble,1990/10/10,AR,Keller Group,us_softball_league,Keller Group
2018/03/12,37,1985,North Dakota,Victoria,Villa,1990/06/18,ND,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/06/22,99,1978,Louisiana,Timothy,Jones,1998/05/09,LA,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/08/02,84,1979,New Hampshire,,,1983/01/08,NH,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/01/09,85,1976,Oklahoma,Patrick,Harris,1997/10/01,OK,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/02/12,64,1975,Minnesota,Laura,Lee,1988/05/09,MN,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/07/01,97,1979,Alaska,,,1985/02/28,AK,Rivera Ltd,us_softball_league,Rivera Ltd
2018/07/29,63,1970,North Carolina,Alexander,Mendoza,1976/10/26,NC,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/09/05,93,1980,California,Becky,Robinson,1991/12/26,CA,Pearson Group,us_softball_league,Pearson Group
2018/12/11,96,1975,Nevada,Joshua,Rollins,1984/01/13,NV,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2019/01/05,85,1976,Louisiana,Elizabeth,Page,1992/03/04,LA,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/12/31,91,1987,Connecticut,Shane,Ryan,1988/08/01,CT,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/02/27,57,1970,Alaska,Melissa,Robbins,1991/11/30,AK,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/07/05,49,1971,Wyoming,Kelly,Rodriguez,1973/09/07,WY,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/05/01,39,1990,Maine,Theresa,Le,1991/04/29,ME,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/11/12,40,1985,Minnesota,Erik,Peterson,1992/11/10,MN,Pearson Group,us_softball_league,Pearson Group
2018/08/18,35,1990,California,Luis,Fields,1995/11/16,CA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/07/07,95,1972,Virginia,Emily,Marshall,1975/08/07,VA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/01/21,61,1982,Florida,Courtney,Fitzgerald,1994/11/19,FL,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/10/20,82,1971,Alaska,Randy,Fuller,1971/07/17,AK,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/05/14,89,1987,Arizona,Kevin,Morris,1993/11/02,AZ,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/11/24,66,1994,Florida,Johnny,Hansen,1998/12/03,FL,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/06/16,98,1974,Mississippi,Benjamin,Hines,1994/03/22,MS,Parker Group,us_softball_league,Parker Group
2018/09/08,38,1983,Alaska,George,Moss,1984/10/05,AK,Keller Group,us_softball_league,Keller Group
2018/02/05,40,1983,Missouri,Timothy,Wallace,1984/11/16,MO,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/06/27,63,1970,New Mexico,Christopher,Miller,1982/06/20,NM,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/06/15,40,1985,Delaware,,,1990/04/06,DE,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/05/01,76,1973,Missouri,Edward,Benitez,1996/10/16,MO,Keller Group,us_softball_league,Keller Group
2018/08/25,69,1974,Ohio,Tamara,Williams,1997/08/11,OH,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/04/10,65,1980,Minnesota,Audrey,Bartlett,1996/01/14,MN,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/06/29,42,1971,Michigan,Lisa,Whitaker,1988/06/14,MI,Hunter Ltd,us_softball_league,Hunter Ltd
2018/10/26,60,1974,Wyoming,David,Cooper,1990/01/12,WY,Hunter Ltd,us_softball_league,Hunter Ltd
2018/07/02,99,1977,Nevada,Alexandra,Wagner,1987/10/12,NV,Parker Group,us_softball_league,Parker Group
2018/12/19,77,1970,Virginia,Leroy,Butler,1998/03/29,VA,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/06/13,84,1979,Texas,Kristina,Dickerson,1983/01/14,TX,Taylor-Alvarez,us_softball_league,Taylor-Alvarez
2018/11/05,36,1972,Ohio,Timothy,Miles,1995/05/09,OH,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/12/03,91,1996,Alaska,Jason,Rivera,1997/02/01,AK,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/12/01,32,1977,Wisconsin,Courtney,Wagner,1990/10/12,WI,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/02/03,65,1979,Nevada,Lisa,Harrington,1982/11/05,NV,Bruce Inc,us_softball_league,Bruce Inc
2018/12/23,85,1975,North Dakota,Julia,Montes,1987/03/11,ND,Scott and Sons,us_softball_league,Scott and Sons
2018/09/05,38,1971,Delaware,Gabrielle,Johnson,1987/08/26,DE,Keller Group,us_softball_league,Keller Group
2018/01/17,62,1976,Oklahoma,,,1983/06/02,OK,Hunter Ltd,us_softball_league,Hunter Ltd
2018/08/10,63,1977,Florida,David,Myers,1996/05/06,FL,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/11/16,80,1985,Tennessee,Kim,Le,1998/12/15,TN,Pearson Group,us_softball_league,Pearson Group
2019/01/03,90,1977,Indiana,Beth,Robinson,1977/07/13,IN,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/08/30,46,1981,Oregon,Daniel,Davis,1995/04/25,OR,Parker Group,us_softball_league,Parker Group
2018/01/12,69,1974,Connecticut,Joseph,Long,1996/05/14,CT,"Mullen, Huffman and Vasquez",us_softball_league,"Mullen, Huffman and Vasquez"
2018/01/09,70,1974,Virginia,David,Mcclure,1981/06/14,VA,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/07/10,92,1984,Maryland,Michael,Ray,1998/09/24,MD,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/06/04,36,1972,Kansas,Vicki,Le,1991/10/17,KS,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/12/22,43,1970,Massachusetts,Brendan,Gould,1993/05/26,MA,Keller Group,us_softball_league,Keller Group
2018/10/20,48,1982,California,Matthew,Barnes,1989/04/23,CA,Peterson and Sons,us_softball_league,Peterson and Sons
2018/02/11,42,1978,Florida,Michael,Drake,1978/01/08,FL,Pearson Group,us_softball_league,Pearson Group
2018/10/22,49,1986,Michigan,Paula,Andrade,1990/02/12,MI,,us_softball_league,
2018/04/07,87,1974,Tennessee,Shannon,Charles,1997/02/27,TN,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/05/11,30,1978,Maine,Raymond,Wu,1984/06/01,ME,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/04/02,88,1986,North Carolina,Stephanie,Evans,1995/11/09,NC,"Hopkins, Barnes and Ward",us_softball_league,"Hopkins, Barnes and Ward"
2018/11/15,45,1972,Indiana,Kathryn,Armstrong,1978/03/08,IN,Pearson Group,us_softball_league,Pearson Group
2018/08/12,98,1971,Illinois,Brandon,Frank,1986/02/08,IL,Pearson Group,us_softball_league,Pearson Group
2018/02/07,97,1983,Missouri,Harold,Jackson,1990/05/16,MO,Bruce Inc,us_softball_league,Bruce Inc
2018/10/09,76,1972,Oklahoma,Ariel,Dunn,1987/06/13,OK,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/02/03,32,1978,Arizona,Jessica,Jimenez,1994/06/15,AZ,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/06/01,82,1975,Oklahoma,Belinda,Rogers,1996/06/12,OK,Keller Group,us_softball_league,Keller Group
2018/02/05,70,1974,New York,Hunter,Walker,1979/05/14,NY,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2018/02/23,66,1998,Massachusetts,Kevin,Santiago,1998/04/18,MA,Hunter Ltd,us_softball_league,Hunter Ltd
2018/04/23,79,1982,Connecticut,David,Williams,1984/04/03,CT,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/01/18,34,1972,South Carolina,Joseph,Chavez,1984/02/01,SC,Hunter Ltd,us_softball_league,Hunter Ltd
2018/02/02,91,1992,South Carolina,Lucas,Bailey,1997/03/20,SC,"Alvarez, Schaefer and Robertson",us_softball_league,"Alvarez, Schaefer and Robertson"
2018/10/07,92,1974,Maryland,Debra,Sullivan,1982/04/24,MD,"Martin, Mcknight and Clark",us_softball_league,"Martin, Mcknight and Clark"
2018/05/02,35,1979,New York,Robin,Smith,1991/06/22,NY,Pearson Group,us_softball_league,Pearson Group
2018/02/23,96,1983,Alabama,Brandon,Lee,1984/10/13,AL,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/08/25,91,1994,Missouri,Austin,Griffin,1998/06/10,MO,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/09/04,53,1982,Idaho,Dawn,Johnson,1997/02/14,ID,Keller Group,us_softball_league,Keller Group
2018/03/08,61,1973,New Hampshire,Justin,Conway,1983/09/10,NH,Peterson and Sons,us_softball_league,Peterson and Sons
2018/12/20,84,1991,Illinois,Robert,Carey,1995/07/30,IL,Parker Group,us_softball_league,Parker Group
2019/01/05,92,1972,West Virginia,Brandon,Wagner,1991/04/07,WV,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/11/27,31,1991,Alabama,Shane,Livingston,1992/08/06,AL,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/12/29,97,1977,Montana,Michael,Russell,1979/03/23,MT,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/05/07,92,1972,Oklahoma,Travis,Gomez,1985/09/23,OK,"Kelley, Gilbert and Jackson",us_softball_league,"Kelley, Gilbert and Jackson"
2018/05/05,48,1985,Ohio,Linda,Taylor,1986/02/22,OH,Parker Group,us_softball_league,Parker Group
2018/12/12,41,1975,Louisiana,Whitney,Marshall,1992/03/10,LA,Rivera-Morrow,us_softball_league,Rivera-Morrow
2018/09/25,41,1987,Arizona,Nathan,Smith,1987/03/04,AZ,Hunter Ltd,us_softball_league,Hunter Ltd
2018/06/04,32,1979,Kansas,Elizabeth,Fisher,1995/01/26,KS,Parker Group,us_softball_league,Parker Group
2018/09/12,89,1988,Georgia,Shane,Washington,1989/10/24,GA,"Smith, Torres and Matthews",us_softball_league,"Smith, Torres and Matthews"
2018/05/20,37,1980,Nevada,Roy,Davis,1986/01/11,NV,Bruce Inc,us_softball_league,Bruce Inc
2018/06/22,36,1972,Hawaii,Benjamin,Sullivan,1997/03/17,HI,Mcdonald Inc,us_softball_league,Mcdonald Inc
2018/02/23,59,1984,California,Richard,Cox,1995/09/25,CA,Williams-Stephenson,us_softball_league,Williams-Stephenson
2018/11/10,78,1979,Massachusetts,Vanessa,Hill,1995/09/05,MA,"Jackson, Carlson and Contreras",us_softball_league,"Jackson, Carlson and Contreras"
2019/01/04,70,1989,Virginia,Sarah,Case,1996/08/30,VA,Keller Group,us_softball_league,Keller Group
2018/12/17,34,1988,Michigan,Sarah,Moody,1997/12/22,MI,Hunter Ltd,us_softball_league,Hunter Ltd
2018/09/27,70,1978,Alabama,Scott,Hess,1978/04/28,AL,"Brown, Vasquez and Sanchez",us_softball_league,"Brown, Vasquez and Sanchez"
2018/05/27,91,1978,Ohio,Kathleen,Larson,1997/11/12,OH,Parker Group,us_softball_league,Parker Group
